packet_index,slot,seed_track_id,track_id,tier,name,artists,album,bpm,mood_score,key_step,distance,spotify_url
59,1,5TFD2bmFKGhoCRbX61nXY5,5TFD2bmFKGhoCRbX61nXY5,yes,NUEVAYoL,Bad Bunny,DeBÍ TiRAR MáS FOToS,138.000,46.000,1,0.000000,https://open.spotify.com/track/5TFD2bmFKGhoCRbX61nXY5
60,1,2QhURnm7mQDxBb5jWkbDug,2QhURnm7mQDxBb5jWkbDug,maybe,Don't Panic,Coldplay,Parachutes,122.000,166.000,1,0.000000,https://open.spotify.com/track/2QhURnm7mQDxBb5jWkbDug
60,2,2QhURnm7mQDxBb5jWkbDug,1N96ja5vHzX8cFr8rExKED,maybe,The Weight Of Love,Snow Patrol,Fallen Empires,124.000,167.000,1,0.143454,https://open.spotify.com/track/1N96ja5vHzX8cFr8rExKED
60,3,2QhURnm7mQDxBb5jWkbDug,21fq2CKL93mfnYHItpitxg,maybe,What You Wanted,OneRepublic,Native,120.000,164.000,1,0.155362,https://open.spotify.com/track/21fq2CKL93mfnYHItpitxg
60,4,2QhURnm7mQDxBb5jWkbDug,2ZJ0357KXCl3WTCwsPQWdQ,maybe,Story - Non-LP Version,Maroon 5,The B-Side Collection,120.000,170.000,1,0.195884,https://open.spotify.com/track/2ZJ0357KXCl3WTCwsPQWdQ
61,1,5weqqLD5pDadqumvcrRCVA,5weqqLD5pDadqumvcrRCVA,maybe,Kelsey,Metro Station,Metro Station,120.000,198.000,1,0.000000,https://open.spotify.com/track/5weqqLD5pDadqumvcrRCVA
61,2,5weqqLD5pDadqumvcrRCVA,6OqdF0vHI9xkqswI7EK0cD,maybe,Cowboy Casanova,Carrie Underwood,Play On,120.000,200.000,1,0.067729,https://open.spotify.com/track/6OqdF0vHI9xkqswI7EK0cD
61,3,5weqqLD5pDadqumvcrRCVA,3Myb5tcPivRHsoz1jw8GKr,maybe,Codes and Keys,Death Cab for Cutie,Codes and Keys,119.000,191.000,1,0.246711,https://open.spotify.com/track/3Myb5tcPivRHsoz1jw8GKr
61,4,5weqqLD5pDadqumvcrRCVA,2j0zExWFB0PowLOeoZosjK,maybe,Touch Too Much,AC/DC,Highway to Hell,123.000,204.000,1,0.288696,https://open.spotify.com/track/2j0zExWFB0PowLOeoZosjK
62,1,6dzBzOOeBpTvv5iotTf2HJ,6dzBzOOeBpTvv5iotTf2HJ,maybe,Kiss,Presley Regier,Kiss,125.000,224.000,1,0.000000,https://open.spotify.com/track/6dzBzOOeBpTvv5iotTf2HJ
62,2,6dzBzOOeBpTvv5iotTf2HJ,1TfqLAPs4K3s2rJMoCokcS,maybe,Sweet Dreams (Are Made of This) - 2005 Remaster,"Eurythmics,Annie Lennox,Dave Stewart",Sweet Dreams (Are Made Of This),125.000,228.000,1,0.134328,https://open.spotify.com/track/1TfqLAPs4K3s2rJMoCokcS
62,3,6dzBzOOeBpTvv5iotTf2HJ,1SF8piqsZWn86DajVKih8F,maybe,Kacey Talk,YoungBoy Never Broke Again,Top,127.000,226.000,1,0.150073,https://open.spotify.com/track/1SF8piqsZWn86DajVKih8F
62,4,6dzBzOOeBpTvv5iotTf2HJ,3eNSlXKgFkmekLIvyYTRKy,maybe,You're Not in on the Joke,Cobra Starship,Hot Mess,130.000,224.000,1,0.335513,https://open.spotify.com/track/3eNSlXKgFkmekLIvyYTRKy
63,1,7a2utEMamL25CDBoCz5aGr,7a2utEMamL25CDBoCz5aGr,maybe,Found You Out,Sir Sly,You Haunt Me,127.000,185.000,1,0.000000,https://open.spotify.com/track/7a2utEMamL25CDBoCz5aGr
63,2,7a2utEMamL25CDBoCz5aGr,2h5bz3snLAvbXJhMIrTmSY,maybe,Most Of All,Fuel,Natural Selection,127.000,184.000,1,0.035019,https://open.spotify.com/track/2h5bz3snLAvbXJhMIrTmSY
63,3,7a2utEMamL25CDBoCz5aGr,5VJe8OKFcPBBjNEAPUeDuJ,maybe,Devil Like Me,Rainbow Kitten Surprise,Seven + Mary,123.000,187.000,1,0.272396,https://open.spotify.com/track/5VJe8OKFcPBBjNEAPUeDuJ
63,4,7a2utEMamL25CDBoCz5aGr,2YYjiwYdhHGVoTy12yjuwh,maybe,Heavy Rotation,Ciara,Basic Instinct,132.000,183.000,1,0.336419,https://open.spotify.com/track/2YYjiwYdhHGVoTy12yjuwh
64,1,1NrJYpdAi7uosDRPmSYrsG,1NrJYpdAi7uosDRPmSYrsG,maybe,Apologize,OneRepublic,Dreaming Out Loud,118.000,183.000,1,0.000000,https://open.spotify.com/track/1NrJYpdAi7uosDRPmSYrsG
64,2,1NrJYpdAi7uosDRPmSYrsG,55lijDD6OAjLFFUHU9tcDm,maybe,WHERE IS MY HUSBAND,RAYE,WHERE IS MY HUSBAND!,116.000,180.000,1,0.165249,https://open.spotify.com/track/55lijDD6OAjLFFUHU9tcDm
64,3,1NrJYpdAi7uosDRPmSYrsG,6itF8MROxH2MKs5oBuvUTz,maybe,We Fly High - Ballin',Jim Jones,M.O.B. Members of Byrdgang,120.000,186.000,1,0.165249,https://open.spotify.com/track/6itF8MROxH2MKs5oBuvUTz
64,4,1NrJYpdAi7uosDRPmSYrsG,4g5MorMCNI2aOwEBSov4RT,maybe,Malt Liquor,Lewis Del Mar,Lewis Del Mar,122.000,178.000,1,0.310194,https://open.spotify.com/track/4g5MorMCNI2aOwEBSov4RT
65,1,7HXzuAd8UNJj2yCAS0NWbB,7HXzuAd8UNJj2yCAS0NWbB,maybe,Opening Night,"Arctic Monkeys,War Child Records",Opening Night,123.000,183.000,1,0.000000,https://open.spotify.com/track/7HXzuAd8UNJj2yCAS0NWbB
65,2,7HXzuAd8UNJj2yCAS0NWbB,5hlePSjUllP2HQrhRyjdio,maybe,Hermit the Frog,MARINA,The Family Jewels,122.000,181.000,1,0.092442,https://open.spotify.com/track/5hlePSjUllP2HQrhRyjdio
65,3,7HXzuAd8UNJj2yCAS0NWbB,6XcfKZvJio9Z0fQy11GnNX,maybe,broken,lovelytheband,finding it hard to smile,123.000,191.000,1,0.269600,https://open.spotify.com/track/6XcfKZvJio9Z0fQy11GnNX
65,4,7HXzuAd8UNJj2yCAS0NWbB,3EB5N4DHgM7Ktk8yy1EgYY,maybe,Stockholm,Atlas Genius,Stockholm,125.000,173.000,1,0.359972,https://open.spotify.com/track/3EB5N4DHgM7Ktk8yy1EgYY
66,1,5wU6jk9kxYzFGUpeE6T2Q5,5wU6jk9kxYzFGUpeE6T2Q5,maybe,Crystals,Of Monsters and Men,Beneath The Skin,132.000,166.000,1,0.000000,https://open.spotify.com/track/5wU6jk9kxYzFGUpeE6T2Q5
66,2,5wU6jk9kxYzFGUpeE6T2Q5,4eFiL1kZWXqacJhdhrsONv,maybe,This Is Us,Backstreet Boys,This Is Us,134.000,169.000,1,0.158420,https://open.spotify.com/track/4eFiL1kZWXqacJhdhrsONv
66,3,5wU6jk9kxYzFGUpeE6T2Q5,6xpDh0dXrkVp0Po1qrHUd8,maybe,Adam's Song,blink-182,Enema Of The State,136.000,168.000,1,0.255891,https://open.spotify.com/track/6xpDh0dXrkVp0Po1qrHUd8
66,4,5wU6jk9kxYzFGUpeE6T2Q5,003FTlCpBTM4eSqYSWPv4H,maybe,"Swing, Swing",The All-American Rejects,The All-American Rejects,128.000,159.000,1,0.338480,https://open.spotify.com/track/003FTlCpBTM4eSqYSWPv4H
67,1,1TYqrI2JRi6QssuRMTh2iy,1TYqrI2JRi6QssuRMTh2iy,maybe,All I Need,Lloyd,All I Need,126.000,151.000,1,0.000000,https://open.spotify.com/track/1TYqrI2JRi6QssuRMTh2iy
67,2,1TYqrI2JRi6QssuRMTh2iy,0LdIVAcALGjlmKnwN36WMg,maybe,Fall Back,Lithe,Fall Back / Selfish Game,126.000,149.000,1,0.064555,https://open.spotify.com/track/0LdIVAcALGjlmKnwN36WMg
67,3,1TYqrI2JRi6QssuRMTh2iy,7jSyWNuHjjwJXr1SQCCAhB,maybe,Hurricane,Thirty Seconds To Mars,This Is War,125.000,156.000,1,0.172455,https://open.spotify.com/track/7jSyWNuHjjwJXr1SQCCAhB
67,4,1TYqrI2JRi6QssuRMTh2iy,5Ut5dDKfBUCMsWQbc3Lgyi,maybe,Holiest,"Glass Animals,Tei Shi",Gooey,132.000,164.000,1,0.555964,https://open.spotify.com/track/5Ut5dDKfBUCMsWQbc3Lgyi
68,1,28iw1FqJf6Vnfl2Fcu9rBh,28iw1FqJf6Vnfl2Fcu9rBh,maybe,Same Old Blues,Phantogram,Three,122.000,152.000,1,0.000000,https://open.spotify.com/track/28iw1FqJf6Vnfl2Fcu9rBh
68,2,28iw1FqJf6Vnfl2Fcu9rBh,1R7EfuL60uDJSvGndrH7Np,maybe,16 Years,Phantogram,Nightlife,120.000,148.000,1,0.173864,https://open.spotify.com/track/1R7EfuL60uDJSvGndrH7Np
68,3,28iw1FqJf6Vnfl2Fcu9rBh,4sK96UnGx3NjBaqvfTG2dm,maybe,Too Close,Alex Clare,The Lateness Of The Hour,126.000,158.000,1,0.304432,https://open.spotify.com/track/4sK96UnGx3NjBaqvfTG2dm
68,4,28iw1FqJf6Vnfl2Fcu9rBh,1kxeWHF9PrCVZHvVskv8lg,maybe,Love Lockdown,Kanye West,808s & Heartbreak,120.000,139.000,1,0.429556,https://open.spotify.com/track/1kxeWHF9PrCVZHvVskv8lg
69,1,5JqMWnxVKjJZ2NNOEux46S,5JqMWnxVKjJZ2NNOEux46S,maybe,Punkrocker,"Teddybears,Iggy Pop",Soft Machine (U.S. Version),142.000,166.000,1,0.000000,https://open.spotify.com/track/5JqMWnxVKjJZ2NNOEux46S
69,2,5JqMWnxVKjJZ2NNOEux46S,1nE1VjP943pIuFdNWcLgYM,maybe,Feel Again - With Heartbeats,OneRepublic,Native,140.000,165.000,1,0.119799,https://open.spotify.com/track/1nE1VjP943pIuFdNWcLgYM
69,3,5JqMWnxVKjJZ2NNOEux46S,4w6K8eMuWck8OSJ1fdvU9e,maybe,Lonely,Palaye Royale,Lonely,148.000,172.000,1,0.394860,https://open.spotify.com/track/4w6K8eMuWck8OSJ1fdvU9e
69,4,5JqMWnxVKjJZ2NNOEux46S,0ZX5WYRg59qcTpKX8d6JPZ,maybe,Search And Destroy,Thirty Seconds To Mars,This Is War,135.000,171.000,1,0.434097,https://open.spotify.com/track/0ZX5WYRg59qcTpKX8d6JPZ
70,1,0jeJR3LdrC2QJNviq7wjzp,0jeJR3LdrC2QJNviq7wjzp,maybe,In Cold Blood,alt-J,RELAXER,143.000,184.000,1,0.000000,https://open.spotify.com/track/0jeJR3LdrC2QJNviq7wjzp
70,2,0jeJR3LdrC2QJNviq7wjzp,79MOydAvZYm8nyyzd6fiVi,maybe,Tunnel Vision,Justin Timberlake,The 20/20 Experience (Deluxe Version),142.000,191.000,1,0.222111,https://open.spotify.com/track/79MOydAvZYm8nyyzd6fiVi
70,3,0jeJR3LdrC2QJNviq7wjzp,3RfbwqzBZuPpfRZe160HXD,maybe,Anything's Possible,Foreign Air,Hello Sunshine,140.000,174.000,1,0.352464,https://open.spotify.com/track/3RfbwqzBZuPpfRZe160HXD
70,4,0jeJR3LdrC2QJNviq7wjzp,1gxc1dIYLmSS2sxMm8BYNj,maybe,Woman Is King,Bishop Briggs,Tell My Therapist I'm Fine (Deluxe),149.000,173.000,1,0.485071,https://open.spotify.com/track/1gxc1dIYLmSS2sxMm8BYNj
71,1,50zMB2FDNBlVPQsIHiAeM1,50zMB2FDNBlVPQsIHiAeM1,maybe,Hypoxia,flipturn,Heavy Colors,138.000,160.000,1,0.000000,https://open.spotify.com/track/50zMB2FDNBlVPQsIHiAeM1
71,2,50zMB2FDNBlVPQsIHiAeM1,6RJoqL7C1kEN6IL8zV6auG,maybe,Sunday Best,Augustana,All The Stars and Boulevards,142.000,163.000,1,0.254029,https://open.spotify.com/track/6RJoqL7C1kEN6IL8zV6auG
71,3,50zMB2FDNBlVPQsIHiAeM1,7DdXf9x75iEVCHWfoRwRuR,maybe,Fitzpleasure,alt-J,An Awesome Wave,144.000,153.000,1,0.413113,https://open.spotify.com/track/7DdXf9x75iEVCHWfoRwRuR
71,4,50zMB2FDNBlVPQsIHiAeM1,1iQQIAfpATwzNGL9cjvsqL,maybe,Lost Kitten,Metric,Synthetica,133.000,170.000,1,0.420663,https://open.spotify.com/track/1iQQIAfpATwzNGL9cjvsqL
72,1,0BUxYYHPvkYOOGgX4aI2W4,0BUxYYHPvkYOOGgX4aI2W4,maybe,Ain’t In Kansas Anymore,Miranda Lambert,Twisters: The Album,126.000,174.000,1,0.000000,https://open.spotify.com/track/0BUxYYHPvkYOOGgX4aI2W4
72,2,0BUxYYHPvkYOOGgX4aI2W4,3kprNlCNkGDpE6CeTb52vy,maybe,"MakeDamnSure - Live From Orensanz, New York, NY / 2010",Taking Back Sunday,Live From Orensanz,125.000,174.000,1,0.060156,https://open.spotify.com/track/3kprNlCNkGDpE6CeTb52vy
72,3,0BUxYYHPvkYOOGgX4aI2W4,0SB7Ew45h690xWhmWvWixm,maybe,Swim Back,Daughter,Stereo Mind Game,120.000,172.000,1,0.365562,https://open.spotify.com/track/0SB7Ew45h690xWhmWvWixm
72,4,0BUxYYHPvkYOOGgX4aI2W4,7oDUXxUIlfEnCh3wfeteYe,maybe,Take Me To The Riot,Stars,In Our Bedroom After The War,133.000,189.000,2,0.787876,https://open.spotify.com/track/7oDUXxUIlfEnCh3wfeteYe
73,1,2Y115i0IhELJhyyftvoSFt,2Y115i0IhELJhyyftvoSFt,maybe,Dark Paradise,Lana Del Rey,Born To Die - The Paradise Edition,120.000,168.000,1,0.000000,https://open.spotify.com/track/2Y115i0IhELJhyyftvoSFt
73,2,2Y115i0IhELJhyyftvoSFt,0EJfFBsTiTDqariX5cZfrC,maybe,Carl Sagan,Night Moves,Carl Sagan,118.000,167.000,1,0.120415,https://open.spotify.com/track/0EJfFBsTiTDqariX5cZfrC
73,3,2Y115i0IhELJhyyftvoSFt,6LDQxzMiJdnUqnyJNX9LAx,maybe,Lasso,Gabe Lopez,Lasso,127.000,176.000,1,0.467217,https://open.spotify.com/track/6LDQxzMiJdnUqnyJNX9LAx
73,4,2Y115i0IhELJhyyftvoSFt,2nLtzopw4rPReszdYBJU6h,maybe,Numb,Linkin Park,Meteora,110.000,157.000,1,0.661769,https://open.spotify.com/track/2nLtzopw4rPReszdYBJU6h
74,1,1Nt23Ke8HuOZiYsT7Zabxp,1Nt23Ke8HuOZiYsT7Zabxp,maybe,Out the Speakers,"A-Trak,Milo & Otis,Rich Kidz",Out the Speakers,104.000,187.000,1,0.000000,https://open.spotify.com/track/1Nt23Ke8HuOZiYsT7Zabxp
74,2,1Nt23Ke8HuOZiYsT7Zabxp,4prEPl61C8qZpeo3IkYSMl,maybe,Sleepyhead,Passion Pit,Manners,106.000,183.000,1,0.156787,https://open.spotify.com/track/4prEPl61C8qZpeo3IkYSMl
74,3,1Nt23Ke8HuOZiYsT7Zabxp,5Ar7TB13XZYF6sDb6RoyWz,maybe,Fish Paste,Die Antwoord,$O$,95.000,198.000,1,0.590542,https://open.spotify.com/track/5Ar7TB13XZYF6sDb6RoyWz
74,4,1Nt23Ke8HuOZiYsT7Zabxp,2Q5wSOwq6BDSu7sSVMNrtT,maybe,Rock Lobster,The B-52's,The B-52's,92.000,191.000,1,0.688322,https://open.spotify.com/track/2Q5wSOwq6BDSu7sSVMNrtT
75,1,7mC7pOUiOqy3WZs6SmnFxx,7mC7pOUiOqy3WZs6SmnFxx,maybe,I Am Not a Robot,MARINA,The Family Jewels,120.000,170.000,1,0.000000,https://open.spotify.com/track/7mC7pOUiOqy3WZs6SmnFxx
75,2,7mC7pOUiOqy3WZs6SmnFxx,3cvNxYnBgh6ystYLC6NQTT,maybe,Daylight,Maroon 5,Overexposed (Deluxe),120.000,168.000,1,0.052354,https://open.spotify.com/track/3cvNxYnBgh6ystYLC6NQTT
75,3,7mC7pOUiOqy3WZs6SmnFxx,48aJ5BmJiVnz2AurXSWP2R,maybe,Out Of Control,She Wants Revenge,She Wants Revenge,113.000,190.000,1,0.661946,https://open.spotify.com/track/48aJ5BmJiVnz2AurXSWP2R
75,4,7mC7pOUiOqy3WZs6SmnFxx,2OKo7g3KfmCt3kyLvUAL0g,maybe,The Search,NF,The Search,120.000,197.000,1,0.706778,https://open.spotify.com/track/2OKo7g3KfmCt3kyLvUAL0g
76,1,3jwQt00cvkN57H6ZR75W2K,3jwQt00cvkN57H6ZR75W2K,maybe,RUNRUNRUN,Dutch Melrose,RUNRUNRUN,133.000,169.000,1,0.000000,https://open.spotify.com/track/3jwQt00cvkN57H6ZR75W2K
76,2,3jwQt00cvkN57H6ZR75W2K,21ovuLfg5iT583UEgeEYQb,maybe,Keep On Lookin',Ciara,Ciara,129.000,176.000,1,0.283404,https://open.spotify.com/track/21ovuLfg5iT583UEgeEYQb
76,3,3jwQt00cvkN57H6ZR75W2K,1pNVVLBd1HNvTiitcuC3HZ,maybe,Main Street,Angus & Julia Stone,Angus & Julia Stone (Deluxe),134.000,147.000,1,0.556735,https://open.spotify.com/track/1pNVVLBd1HNvTiitcuC3HZ
76,4,3jwQt00cvkN57H6ZR75W2K,1HxvdVlvQH5NUPi1wsq5L1,maybe,Legendary,Welshly Arms,Legendary,142.000,159.000,1,0.559223,https://open.spotify.com/track/1HxvdVlvQH5NUPi1wsq5L1
77,1,6QeIxGSHZPrHZxJOgYct9V,6QeIxGSHZPrHZxJOgYct9V,maybe,Fall Over,BANKS,Goddess (Deluxe),130.000,214.000,1,0.000000,https://open.spotify.com/track/6QeIxGSHZPrHZxJOgYct9V
77,2,6QeIxGSHZPrHZxJOgYct9V,4ibvd9quldF0rV7YRah0DO,maybe,Fool's Gold,Aaron Carter,LØVË,130.000,218.000,1,0.096735,https://open.spotify.com/track/4ibvd9quldF0rV7YRah0DO
77,3,6QeIxGSHZPrHZxJOgYct9V,0NdbxzIwRxPEjHjNHDvhiq,maybe,Too Loud,"Big Wild,Phantogram",Wild Child,135.000,239.000,2,0.857138,https://open.spotify.com/track/0NdbxzIwRxPEjHjNHDvhiq
77,4,6QeIxGSHZPrHZxJOgYct9V,5LyKocU0lhUBlXrFKDxbBO,maybe,Snap My Finger,"KAYTRANADA,PinkPantheress",TIMELESS,118.000,191.000,1,0.859353,https://open.spotify.com/track/5LyKocU0lhUBlXrFKDxbBO
78,1,31AOj9sFz2gM0O3hMARRBx,31AOj9sFz2gM0O3hMARRBx,maybe,Losing My Religion,R.E.M.,Out Of Time (25th Anniversary Edition),126.000,233.000,1,0.000000,https://open.spotify.com/track/31AOj9sFz2gM0O3hMARRBx
78,2,31AOj9sFz2gM0O3hMARRBx,6mlGXuG5FmzcePHsMn6rIA,maybe,Baby's On Fire,Die Antwoord,Ten$ion,130.000,243.000,1,0.322643,https://open.spotify.com/track/6mlGXuG5FmzcePHsMn6rIA
78,3,31AOj9sFz2gM0O3hMARRBx,4hWUOIDHda9XOb1zDchftP,maybe,Too Much Time On My Hands,Styx,Paradise Theatre,131.000,209.000,2,0.789794,https://open.spotify.com/track/4hWUOIDHda9XOb1zDchftP
78,4,31AOj9sFz2gM0O3hMARRBx,05od2qm2MTSKCHxy1GBp5W,maybe,12 to 12,sombr,I Barely Know Her,124.000,207.000,2,0.790664,https://open.spotify.com/track/05od2qm2MTSKCHxy1GBp5W
79,1,5tvMPInkVFU1YQJZnQzEEL,5tvMPInkVFU1YQJZnQzEEL,maybe,Forgotten,Avril Lavigne,Under My Skin,132.000,160.000,1,0.000000,https://open.spotify.com/track/5tvMPInkVFU1YQJZnQzEEL
79,2,5tvMPInkVFU1YQJZnQzEEL,6h1s7cKnUtsbRpE5bwnUTf,maybe,dying on the inside,Nessa Barrett,dying on the inside,125.000,156.000,1,0.367768,https://open.spotify.com/track/6h1s7cKnUtsbRpE5bwnUTf
79,3,5tvMPInkVFU1YQJZnQzEEL,2Vn92UPSmDMynFENzpe2zP,maybe,Open Your Eyes,STRFKR,"Being No One, Going Nowhere",130.000,182.000,1,0.580974,https://open.spotify.com/track/2Vn92UPSmDMynFENzpe2zP
79,4,5tvMPInkVFU1YQJZnQzEEL,5JO7yGfeJKYjbOXRRdNk64,maybe,If I Go,Ella Eyre,Ella Eyre,148.000,192.000,1,1.158755,https://open.spotify.com/track/5JO7yGfeJKYjbOXRRdNk64
80,1,2vfshZvISOKy2Je7wQBWOV,2vfshZvISOKy2Je7wQBWOV,maybe,Valentine's Day,Linkin Park,Minutes to Midnight,108.000,171.000,1,0.000000,https://open.spotify.com/track/2vfshZvISOKy2Je7wQBWOV
80,2,2vfshZvISOKy2Je7wQBWOV,5TTGoX70AFrTvuEtqHK37S,maybe,No. 1 Party Anthem,Arctic Monkeys,AM,115.000,181.000,1,0.428899,https://open.spotify.com/track/5TTGoX70AFrTvuEtqHK37S
80,3,2vfshZvISOKy2Je7wQBWOV,520goNMASTZp31CQCcSvwR,maybe,Tourniquet,MEG MYERS,Take Me To The Disco,105.000,143.000,2,0.834818,https://open.spotify.com/track/520goNMASTZp31CQCcSvwR
80,4,2vfshZvISOKy2Je7wQBWOV,1sSNrDbb7hEptYOXaiOnUm,maybe,Climbing the Walls,Backstreet Boys,Never Gone,91.000,159.000,1,0.903094,https://open.spotify.com/track/1sSNrDbb7hEptYOXaiOnUm
81,1,1q4L3WSZSygxR2GjuFswAF,1q4L3WSZSygxR2GjuFswAF,maybe,It Could Be Nice,Chet Faker,Hotel Surrender (Expanded Edition),131.000,115.000,1,0.000000,https://open.spotify.com/track/1q4L3WSZSygxR2GjuFswAF
81,2,1q4L3WSZSygxR2GjuFswAF,0ft93Dt7MUQpjqLbVEBN59,maybe,Heart Heart Head,MEG MYERS,Make a Shadow,125.000,97.000,1,0.503507,https://open.spotify.com/track/0ft93Dt7MUQpjqLbVEBN59
81,3,1q4L3WSZSygxR2GjuFswAF,6UWmNaS12bUJzFBuQB6e7j,maybe,Grave Digger,Matt Maeson,Grave Digger,140.000,137.000,1,0.664828,https://open.spotify.com/track/6UWmNaS12bUJzFBuQB6e7j
81,4,1q4L3WSZSygxR2GjuFswAF,2IpeTEPICyB66jjg2hU4Vg,maybe,Didn't I,OneRepublic,Human (Deluxe),124.000,146.000,2,0.933139,https://open.spotify.com/track/2IpeTEPICyB66jjg2hU4Vg
82,1,4N7159SXtxwObOFhimCLGW,4N7159SXtxwObOFhimCLGW,maybe,Fences,Phoenix,Wolfgang Amadeus Phoenix,113.000,184.000,1,0.000000,https://open.spotify.com/track/4N7159SXtxwObOFhimCLGW
82,2,4N7159SXtxwObOFhimCLGW,6lx0wqoIBxSJgd033dJxvj,maybe,Fortune Teller,Maroon 5,Overexposed (Deluxe),120.000,184.000,2,0.567839,https://open.spotify.com/track/6lx0wqoIBxSJgd033dJxvj
82,3,4N7159SXtxwObOFhimCLGW,0Fifn4lBIGM5LG18Whp1Dx,maybe,Corners,The Fray,Through the Years: The Best of The Fray,126.000,164.000,1,0.761835,https://open.spotify.com/track/0Fifn4lBIGM5LG18Whp1Dx
82,4,4N7159SXtxwObOFhimCLGW,5qUrVPh2XRNuDLkkyAEuNQ,maybe,Figure It Out,Maroon 5,The B-Side Collection,100.000,190.000,2,0.773332,https://open.spotify.com/track/5qUrVPh2XRNuDLkkyAEuNQ
83,1,5oLP3yTZ7oQlRJ8bSCWvzN,5oLP3yTZ7oQlRJ8bSCWvzN,maybe,Better,OneRepublic,Oh My My,136.000,192.000,1,0.000000,https://open.spotify.com/track/5oLP3yTZ7oQlRJ8bSCWvzN
83,2,5oLP3yTZ7oQlRJ8bSCWvzN,618DIJLSOg5ffmXaFFRsnv,maybe,Fangs,Night Riots,Fangs,145.000,183.000,2,0.609536,https://open.spotify.com/track/618DIJLSOg5ffmXaFFRsnv
83,3,5oLP3yTZ7oQlRJ8bSCWvzN,0JEzP25OqBOWbm5U7pC9f2,maybe,Adelaide,MEG MYERS,Daughter in the Choir,150.000,167.000,1,0.788390,https://open.spotify.com/track/0JEzP25OqBOWbm5U7pC9f2
83,4,5oLP3yTZ7oQlRJ8bSCWvzN,2YD9lxZ8sLocATwfCPPoEc,maybe,Turning Into Stone,Phantogram,Nightlife,122.000,151.000,1,1.043994,https://open.spotify.com/track/2YD9lxZ8sLocATwfCPPoEc
84,1,60wP3TZcl0sOFVfWrbADui,60wP3TZcl0sOFVfWrbADui,maybe,Not Enough,Daughter,Not Enough,77.000,184.000,1,0.000000,https://open.spotify.com/track/60wP3TZcl0sOFVfWrbADui
84,2,60wP3TZcl0sOFVfWrbADui,1myE3bHoWoSO5hyr3MxdHJ,maybe,DYNAMITE,"Tyla,Wizkid",DYNAMITE,98.000,223.000,1,1.223758,https://open.spotify.com/track/1myE3bHoWoSO5hyr3MxdHJ
85,1,2hDtkP0ge2Gckcj7qi2NQ2,2hDtkP0ge2Gckcj7qi2NQ2,maybe,Doing It To Death,The Kills,Ash & Ice,133.000,198.000,1,0.000000,https://open.spotify.com/track/2hDtkP0ge2Gckcj7qi2NQ2
85,2,2hDtkP0ge2Gckcj7qi2NQ2,6jlqDfX8TQNxcaAz5oxYJA,maybe,Shattered (Turn The Car Around),O.A.R.,All Sides (Deluxe Edition),106.000,181.000,2,1.430200,https://open.spotify.com/track/6jlqDfX8TQNxcaAz5oxYJA
86,1,53lnhcBZyo3vZD4dDZvcox,53lnhcBZyo3vZD4dDZvcox,maybe,Crank That Spiderman,Duffle Bag Boiz,Crank Dat DBB,141.000,199.000,1,0.000000,https://open.spotify.com/track/53lnhcBZyo3vZD4dDZvcox
86,2,53lnhcBZyo3vZD4dDZvcox,4Mqs0h95KAeNiGp7u4udlt,maybe,Love Reign O'er Me,The Who,Quadrophenia (Super Deluxe Edition),116.000,124.000,1,1.668665,https://open.spotify.com/track/4Mqs0h95KAeNiGp7u4udlt
87,1,5HAjss9faCAowGY8dM24r6,5HAjss9faCAowGY8dM24r6,maybe,Is There Anybody Out There,Pink Floyd,The Wall,119.000,42.000,1,0.000000,https://open.spotify.com/track/5HAjss9faCAowGY8dM24r6
87,2,5HAjss9faCAowGY8dM24r6,3qiyyUfYe7CRYLucrPmulD,maybe,Baba O'Riley,The Who,Who's Next (Deluxe Edition),117.000,136.000,3,1.668527,https://open.spotify.com/track/3qiyyUfYe7CRYLucrPmulD
88,1,3wuCCNCnBhJlwkIJTBZFiv,3wuCCNCnBhJlwkIJTBZFiv,maybe,They Don't Care About Us,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",90.000,250.000,1,0.000000,https://open.spotify.com/track/3wuCCNCnBhJlwkIJTBZFiv
88,2,3wuCCNCnBhJlwkIJTBZFiv,31kUJ6TBHOICknBrFugOvI,maybe,Winner,"Jamie Foxx,Justin Timberlake,T.I.",Best Night Of My Life,90.000,195.000,4,1.859000,https://open.spotify.com/track/31kUJ6TBHOICknBrFugOvI
89,1,1dB3aEI23yg7Fz0IxO2pbL,1dB3aEI23yg7Fz0IxO2pbL,maybe,Eyes on Fire (Skeler Remix) - Re-Recorded,"Skeler,Blue Foundation",N i g h t D r i v e スケラー,72.000,133.000,1,0.000000,https://open.spotify.com/track/1dB3aEI23yg7Fz0IxO2pbL
